game,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,2749,y-card,[PLAYER] ([TEAM]) gets a yellow card. The referee [REFEREE] made the right call.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1672,corner,[TEAM] work the corner short. The ball is passed to a nearby teammate.,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1660,,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] win a corner.,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1605,substitution,Substitution. [PLAYER] walks off the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,Substitution. [PLAYER] ([TEAM]) receives a signal from the referee and is now allowed to enter the pitch as [PLAYER] walks off.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1573,y-card,[PLAYER] ([TEAM]) is cautioned by the referee.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1564,,"Goal, no wait. [REFEREE] blows his whistle for handball and [PLAYER] ([TEAM]) can't celebrate. Disallowed goal.",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to release a low shot towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1507,soccer-ball,[PLAYER] ([TEAM]) confidently powers his spot-kick into the left side of the goal.,"[PLAYER] ([TEAM]) takes the free kick from the edge of the box, but his shot is blocked by the defensive wall. The ball is out of play. [TEAM] are awarded a corner kick."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1488,,[PLAYER] ([TEAM]) is going to take the penalty!,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing to send the ball into the box from the free kick.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1446,penalty,"Handball by [PLAYER] ([TEAM]). PENALTY to [TEAM]! Almost the entire opposition team is gathered around the referee and complaining. However, the decision has been made and it's final.",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1305,,"[PLAYER] ([TEAM]) attempted to create a dangerous situation in front of goal by sending a cross into the box, but the defence easily dealt with the threat. The referee and the linesman both signal a throw-in for [TEAM].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1189,,"[PLAYER] ([TEAM]) takes a mid-range shot, but the ball sails high over the bar. The ball is off of the pitch and it's a goal kick for [TEAM].",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,994,,[PLAYER] ([TEAM]) times his run too early and the linesman raises his flag for offside.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,917,substitution,Today's match ends for [PLAYER] who will be replaced by [PLAYER] ([TEAM]).,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,870,soccer-ball,[PLAYER] ([TEAM]) makes no mistake from the penalty spot after waiting for [PLAYER] to move before slotting the ball low into the middle of the goal!,Goal! [PLAYER] ([TEAM]) fires the rebound into the bottom left corner from the edge of the box.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,857,,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,818,penalty,"A player from [TEAM] pulled an opponent down, forcing the referee to blow his whistle. The referee blows his whistle and awards [TEAM] a penalty after chaos inside the box.","[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,812,,[PLAYER] ([TEAM]) takes a direct free kick.,[PLAYER] ([TEAM]) takes the free kick but it is cleared by the first man. The ball is out of play. [TEAM] are awarded a corner kick.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,747,,[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] signals a set piece. That's a free kick to [TEAM].,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,738,,"Good defending. [PLAYER] ([TEAM]) tries to find [PLAYER] inside the box, but the pass is cut out.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play and the linesman points at the corner flag. Corner to be taken by [TEAM].
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,650,corner,The corner by [PLAYER] ([TEAM]) lacks accuracy as it's hit with too much power.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,611,,"A fine lofted pass into the box, sent by [PLAYER] ([TEAM]), is intercepted by the opposition's defence. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. The ball goes out of play and [TEAM] will have a goal kick."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,547,,[PLAYER] is alert and has a clear sight of a long through ball from [PLAYER] ([TEAM]). Easy save!,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,489,,[PLAYER] ([TEAM]) goes on a weaving run through the defence and gets within shooting range but his effort is blocked.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,460,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,426,,"[PLAYER] ([TEAM]) receives a low pass just outside the box and unleashes a fine strike towards the middle of the goal. [PLAYER] pulls off a reflexive save to block his effort. Nice goalkeeping skill, indeed.",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,280,corner,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away.","[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,259,,"[PLAYER] ([TEAM]) is first to the rebound and sends a header goalwards but it's blocked. Wow, what an escape there for the opposition. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM].",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save. The ball is out of play. [TEAM] will have a chance to score from a corner.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,257,,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play and [TEAM] have been awarded a corner kick.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,165,,"[PLAYER] ([TEAM]) makes a slide tackle, but referee [REFEREE] blows for a foul.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,92,,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.,[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,81,corner,[PLAYER] ([TEAM]) takes the corner but only sends it into a huddle of the defenders and one of them makes a good clearance.,"[PLAYER] ([TEAM]) swings in the corner, but one of the defending players reacts quickly and rises highest to head the ball away."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,52,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. Good work from [TEAM] as they win a corner.","[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The ball goes out of play. [TEAM] are awarded a corner kick."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,43,,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The referee and one of his assistants signal for a corner kick to [TEAM].
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2667,,[PLAYER] ([TEAM]) skips past his man but can't keep the ball in play. The ball is off of the pitch and it's a goal kick for [TEAM].,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the right post. [PLAYER] guesses his intention and denies him with a fine save.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2571,,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2496,,"[PLAYER] ([TEAM]) unleashes a missile of a shot towards goal, but his good effort is blocked by one of the defenders.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2438,,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately signals a free kick.,The referee blows his whistle to signal the start of the second half.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2324,corner,"[PLAYER] ([TEAM]) takes the corner, but it's intercepted by the defender.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2298,,"[PLAYER] ([TEAM]) tries to send a low pass into the box, but it's blocked and cleared. The ball is out of play and [TEAM] manage to earn a corner.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2232,corner,[PLAYER] ([TEAM]) overhits the corner kick and none of his teammates can their head on it.,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2191,,"[PLAYER] ([TEAM]) takes the resulting free kick from long range. His powerful shot heads towards the roof of the net, but [PLAYER] dives and saves the effort, punching it onto the bar. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.","The free kick is taken by [PLAYER] ([TEAM]), but he overhits the ball and it goes out of play. The ball is off of the pitch and it's a goal kick for [TEAM]."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,1,2138,,"[PLAYER] ([TEAM]) trips an opponent with a slide tackle. [REFEREE] stops the game and he could give him a card, but eventually decides on just a warning. [TEAM] are awarded a free kick. Let's see what they create from this.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
